label,ï»¿publisher,publisherarea,publishertype,year,rawtitle,usedtitle,title_tokens,cluster
500,internationalanimalrescue,national,community,2021,Apa yang Bisa Kamu Lakukan apabila Menemukan Kukang di Daerahmu? ,temu kukang daerah,"['temu', 'kukang', 'daerah']",4
501,kukangku,national,community,2021,Disebut Hewan Muka   Beragamnya Nama Panggilan Kukang ,hewan muka agam nama panggil kukang,"['hewan', 'muka', 'agam', 'nama', 'panggil', 'kukang']",4
502,kukangku,national,community,2021,Kukang Api   Satwa Mistis yang Dipercaya Tahan Api ,kukang api satwa mistis percaya tahan api,"['kukang', 'api', 'satwa', 'mistis', 'percaya', 'tahan', 'api']",3
503,bbksdariau,local,government,2021,KUKANG   SATWA YANG DILINDUNGI BESERTA BEBERAPA JENIS SATWA LAINNYA KEMBALI KE HABITATNYA ,kukang satwa lindung jenis satwa habitat,"['kukang', 'satwa', 'lindung', 'jenis', 'satwa', 'habitat']",3
504,kukangku,national,community,2021,Berbeda jenis   Inilah Perbedaan Kukang   Kungkang dan Kuskus ,beda jenis beda kukang kungkang kuskus,"['beda', 'jenis', 'beda', 'kukang', 'kungkang', 'kuskus']",4
505,kukangku,national,community,2021,Termasuk Pemakan Segala   Apa Saja sih Makanan kukang? ,makan sih makan kukang,"['makan', 'sih', 'makan', 'kukang']",1
506,kukangku,national,community,2021,Dilabeli Hama dan Pembawa Sial   Nyatanya Kukang Penting Bagi Ekosistem ,label hama bawa sial kukang ekosistem,"['label', 'hama', 'bawa', 'sial', 'kukang', 'ekosistem']",4
507,kukangku,national,community,2021,Mitos Kukang   dari Media Sihir hingga Satwa Pembawa Sial ,mitos kukang media sihir satwa bawa sial,"['mitos', 'kukang', 'media', 'sihir', 'satwa', 'bawa', 'sial']",4
508,menlhk,national,government,2021,Kukang Jawa Kembali Menjadi Penghuni Baru Kawasan Taman Nasional Gunung Ciremai ,kukang jawa huni kawasan taman nasional gunung ciremai,"['kukang', 'jawa', 'huni', 'kawasan', 'taman', 'nasional', 'gunung', 'ciremai']",5
509,kukangku,national,community,2021,Kenapa Kukang Bergerak Dengan Lambat? ,kukang gerak lambat,"['kukang', 'gerak', 'lambat']",4
510,kukangku,national,community,2021,Kukang Lebih Pilih Tidur Siang Demi Hindari Saingan ,kukang pilih tidur siang hindar saing,"['kukang', 'pilih', 'tidur', 'siang', 'hindar', 'saing']",4
511,unas,local,academic,2021,Studi Terbaru   Peneliti Temukan Orangutan Kalimantan Makan Kukang,studi teliti temu orangutan kalimantan makan kukang,"['studi', 'teliti', 'temu', 'orangutan', 'kalimantan', 'makan', 'kukang']",1
512,kukangku,national,community,2021,Tau Gak Sih? Anak Kukang Belajar Bela Diri Dengan Bermain ,tau gak sih anak kukang ajar bela main,"['tau', 'gak', 'sih', 'anak', 'kukang', 'ajar', 'bela', 'main']",4
513,kukangku,national,community,2021,Aktif di Malam Hari Mata Kukang Glow in the Dark? ,aktif malam kukang glow in the dark,"['aktif', 'malam', 'kukang', 'glow', 'in', 'the', 'dark']",4
514,kukangku,national,community,2021,Ada Apa Dengan Kukang dan Kabel Listrik? ,kukang kabel listrik,"['kukang', 'kabel', 'listrik']",4
515,detik,national,media,2021,Perdagangan Kukang Jawa Buaya Secara Online Dibongkar Polisi,dagang kukang jawa buaya online bongkar polisi,"['dagang', 'kukang', 'jawa', 'buaya', 'online', 'bongkar', 'polisi']",5
516,menlhk,national,government,2021,Pelepasan Satwa Kukang Barang Bukti Kejahatan Perdagangan Satwa ,lepas satwa kukang barang bukti jahat dagang satwa,"['lepas', 'satwa', 'kukang', 'barang', 'bukti', 'jahat', 'dagang', 'satwa']",3
517,yayasanpalung,local,community,2021,Mengenal Kukang   Si Malu malu yang Kini Nasibnya Terancam Punah ,kenal kukang si malu malu nasib ancam punah,"['kenal', 'kukang', 'si', 'malu', 'malu', 'nasib', 'ancam', 'punah']",7
518,menlhk,national,government,2021,BKSDA Jateng Lepasliarkan Kukang Jawa Di Hutan Alam Temanggung ,bksda jateng lepasliar kukang jawa hutan alam tanggung,"['bksda', 'jateng', 'lepasliar', 'kukang', 'jawa', 'hutan', 'alam', 'tanggung']",1
519,menlhk,national,government,2021,BBKSDA Riau Observasi Kukang Hasil Tangkapan Polda Riau ,bbksda riau observasi kukang hasil tangkap polda riau,"['bbksda', 'riau', 'observasi', 'kukang', 'hasil', 'tangkap', 'polda', 'riau']",1
520,menlhk,national,government,2021,Pelepasliaran Kukang Sumatera di TN Bukit Barisan Selatan ,pelepasliaran kukang sumatera tn bukit baris selatan,"['pelepasliaran', 'kukang', 'sumatera', 'tn', 'bukit', 'baris', 'selatan']",4
521,cakaplah,national,media,2021,Jangan Coba coba Manangkap dan Pelihara Kukang Kalau Tak Ingin Berakhir di Penjara ,coba coba manangkap pelihara kukang penjara,"['coba', 'coba', 'manangkap', 'pelihara', 'kukang', 'penjara']",4
522,menlhk,national,government,2021,Peringati HCPSN            KLHK Lepasliarkan Elang Dan Kukang Jawa Di TNGHS ,hcpsn klhk lepasliar elang kukang jawa tnghs,"['hcpsn', 'klhk', 'lepasliar', 'elang', 'kukang', 'jawa', 'tnghs']",5
523,yayasanpalung,local,community,2021,Kukang Liar di Pemukiman Warga Diselamatkan dan Dilepasliarkan ke Habitatnya ,kukang liar mukim warga selamat lepasliar habitat,"['kukang', 'liar', 'mukim', 'warga', 'selamat', 'lepasliar', 'habitat']",6
524,internationalanimalrescue,national,community,2021,Menyelamatkan Suga si Kukang ,selamat suga si kukang,"['selamat', 'suga', 'si', 'kukang']",4
525,kukangku,national,community,2021,Disebut Satwa Berbahaya   Gigitan Kukang Bisa bikin Pingsan ,satwa bahaya gigit kukang bikin pingsan,"['satwa', 'bahaya', 'gigit', 'kukang', 'bikin', 'pingsan']",4
526,warisanbudayanusantara,national,media,2021,Hewan Kukang Jawa   Masuk Rumah Warga Di Rajapolah ,hewan kukang jawa rumah warga rajapolah,"['hewan', 'kukang', 'jawa', 'rumah', 'warga', 'rajapolah']",5
527,bbksdariau,local,government,2021,KUKANG HASIL SITAAN DITRESKRIMSUS POLDA RIAU DILEPAS LIARKAN ,kukang hasil sita ditreskrimsus polda riau lepas liar,"['kukang', 'hasil', 'sita', 'ditreskrimsus', 'polda', 'riau', 'lepas', 'liar']",6
528,greeners,national,media,2021,Kukang   Satu satunya Primata di Dunia yang Berbisa,kukang primata dunia,"['kukang', 'primata', 'dunia']",7
529,kukangku,national,community,2021,Demi Pertahankan Wilayah dan Keluarga   Kukang Tega Serang Sesama ,tahan wilayah keluarga kukang tega serang,"['tahan', 'wilayah', 'keluarga', 'kukang', 'tega', 'serang']",4
530,kukangku,national,community,2021,Mirip Manusia   Induk Kukang juga Bisa Parkir? ,manusia induk kukang parkir,"['manusia', 'induk', 'kukang', 'parkir']",4
531,kukangku,national,community,2021,     Tahun Lagi Kukang Punah Kalau Hal Ini Masih Terjadi ,tahun kukang punah,"['tahun', 'kukang', 'punah']",4
532,detik,national,media,2021,Momen      Kukang Jawa Dilepasliarkan ke Habitat,momen kukang jawa lepasliar habitat,"['momen', 'kukang', 'jawa', 'lepasliar', 'habitat']",5
533,internationalanimalrescue,national,community,2021,Albinisme pada Kukang dan Kerumitannya dalam Perlindungan Hewan,albinisme kukang kerumit lindung hewan,"['albinisme', 'kukang', 'kerumit', 'lindung', 'hewan']",3
534,bbksdariau,local,government,2021,PENEMUAN SATWA LIAR KUKANG DI RUMAH WARGA OLEH KOMUNITAS SAMUDRA KOTA DUMAI,temu satwa liar kukang rumah warga komunitas samudra kota dumai,"['temu', 'satwa', 'liar', 'kukang', 'rumah', 'warga', 'komunitas', 'samudra', 'kota', 'dumai']",6
535,detik,national,media,2021,Melihat Pelepasliaran    Ekor Kukang di Cagar Alam Nusa Gede Panjalu Ciamis,pelepasliaran ekor kukang cagar alam nusa gede panjalu ciamis,"['pelepasliaran', 'ekor', 'kukang', 'cagar', 'alam', 'nusa', 'gede', 'panjalu', 'ciamis']",6
536,kukangku,national,community,2021,Penangkaran Kukang Untuk Komersial   Bisa Kah? ,tangkar kukang komersial kah,"['tangkar', 'kukang', 'komersial', 'kah']",4
537,menlhk,national,government,2021, Peringati HCPSN            KLHK Lepasliarkan Elang dan Kukang Jawa di TNGHS,hcpsn klhk lepasliar elang kukang jawa tnghs,"['hcpsn', 'klhk', 'lepasliar', 'elang', 'kukang', 'jawa', 'tnghs']",5
538,gardaanimalia,national,media,2021,Kenali    Spesies Kukang Satwa Dilindungi di Indonesia,kenal spesies kukang satwa lindung indonesia,"['kenal', 'spesies', 'kukang', 'satwa', 'lindung', 'indonesia']",3
539,perhutani,national,media,2021,Perhutani Perhutani Bersama BKSDA Jateng Lepasliarkan Kukang Jawa di Kawasan HAS Temanggung ,hutan hutan bksda jateng lepasliar kukang jawa kawasan has tanggung,"['hutan', 'hutan', 'bksda', 'jateng', 'lepasliar', 'kukang', 'jawa', 'kawasan', 'has', 'tanggung']",1
540,detik,national,media,2021,Hendak Jual Kukang   Pria di Sumbar Ditangkap Polisi Petugas BKSDA,jual kukang pria sumbar tangkap polisi tugas bksda,"['jual', 'kukang', 'pria', 'sumbar', 'tangkap', 'polisi', 'tugas', 'bksda']",2
541,ajnn,national,media,2021,Seekor Kukang Sumatera Dilepasliarkan ke Habitatnya di Aceh Utara,ekor kukang sumatera lepasliar habitat aceh utara,"['ekor', 'kukang', 'sumatera', 'lepasliar', 'habitat', 'aceh', 'utara']",4
542,alobi,local,community,2021,Berbeda Jenis   Inilah Perbedaan Kukang   Kungkang dan Kuskus,beda jenis beda kukang kungkang kuskus,"['beda', 'jenis', 'beda', 'kukang', 'kungkang', 'kuskus']",4
543,kukangku,national,community,2021,Terancam Punah              Kukang Dijajakan Secara Daring ,ancam punah kukang jaja daring,"['ancam', 'punah', 'kukang', 'jaja', 'daring']",7
544,kukangku,national,community,2021,Buah Buahan Manis Bisa Rusak Gigi Kukang ,buah buah manis rusak gigi kukang,"['buah', 'buah', 'manis', 'rusak', 'gigi', 'kukang']",1
545,antaranews,national,media,2021,Pertamina ajak masyarakat dukung pelestarian Kukang Jawa ,pertamina ajak masyarakat dukung lestari kukang jawa,"['pertamina', 'ajak', 'masyarakat', 'dukung', 'lestari', 'kukang', 'jawa']",5
546,riauonline,local,media,2021,   PEMUDA JUAL KUKANG DARI SUMATERA BARAT RP    JUTA PER EKOR DI PEKANBARU,pemuda jual kukang sumatera barat rp juta ekor pekanbaru,"['pemuda', 'jual', 'kukang', 'sumatera', 'barat', 'rp', 'juta', 'ekor', 'pekanbaru']",2
547,republika,national,media,2021,BBKSDA Lepas Tiga Kukang Jawa di Gunung Guntur Garut ,bbksda lepas kukang jawa gunung guntur garut,"['bbksda', 'lepas', 'kukang', 'jawa', 'gunung', 'guntur', 'garut']",5
548,kukangku,national,community,2021,Vlog    Mencari Kukang di Malam Hari ,vlog cari kukang malam,"['vlog', 'cari', 'kukang', 'malam']",4
549,menlhk,national,government,2021,BBKSDA Sumatera Utara Lepasliar Kukang Penyerahan Warga Batang Angkola ,bbksda sumatera utara lepasliar kukang serah warga batang angkola,"['bbksda', 'sumatera', 'utara', 'lepasliar', 'kukang', 'serah', 'warga', 'batang', 'angkola']",0
550,menlhk,national,government,2021, BKSDA Jateng Lepasliarkan Kukang Jawa di Hutan Alam Temanggung,bksda jateng lepasliar kukang jawa hutan alam tanggung,"['bksda', 'jateng', 'lepasliar', 'kukang', 'jawa', 'hutan', 'alam', 'tanggung']",1
551,tribunnews,national,media,2021,LFP Merawat Habitat Kukang di Cisurupan   Warga Diedukasi untuk Menyayangi dan Melindungi Kukang ,lfp rawat habitat kukang cisurupan warga edukasi sayang lindung kukang,"['lfp', 'rawat', 'habitat', 'kukang', 'cisurupan', 'warga', 'edukasi', 'sayang', 'lindung', 'kukang']",1
552,mediaindonesia,national,media,2021,BKSDA Jateng Lepas Liarkan  Kukang Jawa di Temanggung,bksda jateng lepas liar kukang jawa tanggung,"['bksda', 'jateng', 'lepas', 'liar', 'kukang', 'jawa', 'tanggung']",6
553,kukangku,national,community,2021,Lindungi dan Sayangi Kukang di Hari Hak Asasi Hewan ,lindung sayang kukang hak asasi hewan,"['lindung', 'sayang', 'kukang', 'hak', 'asasi', 'hewan']",3
554,mediaindonesia,national,media,2021,BKSDA Jateng Lepasliarkan Kukang Jawa di Hutan Temanggung,bksda jateng lepasliar kukang jawa hutan tanggung,"['bksda', 'jateng', 'lepasliar', 'kukang', 'jawa', 'hutan', 'tanggung']",1
555,republika,national,media,2021,Pelepasliaran Kukang Jawa di Cagar Alam Nusa Gede Panjalu ,pelepasliaran kukang jawa cagar alam nusa gede panjalu,"['pelepasliaran', 'kukang', 'jawa', 'cagar', 'alam', 'nusa', 'gede', 'panjalu']",5
556,kukangku,national,community,2021,Peneliti  Kukang Jawa Diperkirakan Punah Di Tahun          ,teliti kukang jawa punah tahun,"['teliti', 'kukang', 'jawa', 'punah', 'tahun']",5
557,perhutani,national,media,2021,Perhutani Jaga Kelestarian   Perhutani Bandung Selatan Serahkan Kukang Kepada BBKSDA Jawa Barat ,hutan jaga lestari hutan bandung selatan serah kukang bbksda jawa barat,"['hutan', 'jaga', 'lestari', 'hutan', 'bandung', 'selatan', 'serah', 'kukang', 'bbksda', 'jawa', 'barat']",1
558,inews,national,media,2021,Warga Tasikmalaya Selamatkan Kukang Jawa dari Permukiman,warga tasikmalaya selamat kukang jawa mukim,"['warga', 'tasikmalaya', 'selamat', 'kukang', 'jawa', 'mukim']",5
559,kukangku,national,community,2021,Peringati Hari Primata   Kukang dan Musang Dilepasliarkan di Hutan Konservasi ,primata kukang musang lepasliar hutan konservasi,"['primata', 'kukang', 'musang', 'lepasliar', 'hutan', 'konservasi']",1
560,perhutani,national,media,2021,Perhutani Perhutani Bersama Kementerian LHK Lepasliarkan Kukang Jawa Di Cagar Alam Dan Kawasan Ekosistem Esensial ,hutan hutan menteri lhk lepasliar kukang jawa cagar alam kawasan ekosistem esensial,"['hutan', 'hutan', 'menteri', 'lhk', 'lepasliar', 'kukang', 'jawa', 'cagar', 'alam', 'kawasan', 'ekosistem', 'esensial']",5
561,kukangku,national,community,2021,Bleaching Kukang Fenomena Suram Di Balik Kejamnya Perdagangan Satwa ,bleaching kukang fenomena suram kejam dagang satwa,"['bleaching', 'kukang', 'fenomena', 'suram', 'kejam', 'dagang', 'satwa']",3
562,kukangku,national,community,2021,Seekor Bayi Kukang Diserahkan Warga ke BBKSDA Jabar ,ekor bayi kukang serah warga bbksda jabar,"['ekor', 'bayi', 'kukang', 'serah', 'warga', 'bbksda', 'jabar']",0
563,kukangku,national,community,2021,Kukang Sumatera Dilepasliarkan di Suaka Margasatwa ,kukang sumatera lepasliar suaka margasatwa,"['kukang', 'sumatera', 'lepasliar', 'suaka', 'margasatwa']",4
564,kukangku,national,community,2021,BKSDA Aceh Lepasliarkan Kukang Sumatera ke Habitatnya ,bksda aceh lepasliar kukang sumatera habitat,"['bksda', 'aceh', 'lepasliar', 'kukang', 'sumatera', 'habitat']",1
565,kukangku,national,community,2021,Jagger Buta Karena Senapan Angin,jagger buta senapan angin,"['jagger', 'buta', 'senapan', 'angin']",1
566,haluan,national,media,2021,   Fakta Menarik tentang Kukang   Primata Imut yang Pemalu ,fakta tarik kukang primata imut malu,"['fakta', 'tarik', 'kukang', 'primata', 'imut', 'malu']",7
567,tribunnews,national,media,2021,Pria di Meranti Ini Ditahan Polisi Karena Menangkap dan Memelihara Seekor Kukang ,pria meranti tahan polisi tangkap pelihara ekor kukang,"['pria', 'meranti', 'tahan', 'polisi', 'tangkap', 'pelihara', 'ekor', 'kukang']",0
568,internationalanimalrescue,national,community,2021,Mengenal    Satwa Nokturnal di Indonesia ,kenal satwa nokturnal indonesia,"['kenal', 'satwa', 'nokturnal', 'indonesia']",3
569,kompas,national,media,2021,Peneliti Unas Temukan Orangutan Kalimantan Makan Kukang,teliti unas temu orangutan kalimantan makan kukang,"['teliti', 'unas', 'temu', 'orangutan', 'kalimantan', 'makan', 'kukang']",1
570,sindonews,national,media,2021,Nyaris Punah   Kukang Jawa Ditemukan Warga di Kampung Cempaka Warna,punah kukang jawa temu warga kampung cempaka warna,"['punah', 'kukang', 'jawa', 'temu', 'warga', 'kampung', 'cempaka', 'warna']",5
571,antaranews,national,media,2021,Empat kukang dan dua musang dilepasliarkan di hutan Bangka,kukang musang lepasliar hutan bangka,"['kukang', 'musang', 'lepasliar', 'hutan', 'bangka']",1
572,menlhk,national,government,2021,Pelepas Liaran Satwa Liar Dilindungi Jenis Kukang dan Trenggiling ,lepas liar satwa liar lindung jenis kukang trenggiling,"['lepas', 'liar', 'satwa', 'liar', 'lindung', 'jenis', 'kukang', 'trenggiling']",6
573,menlhk,national,government,2021,Balai Besar TaNa Bentarum Rilis Kukang Hasil Laporan Ibu Jamilah ,balai tana bentarum rilis kukang hasil lapor jam,"['balai', 'tana', 'bentarum', 'rilis', 'kukang', 'hasil', 'lapor', 'jam']",4
574,menlhk,national,government,2021, BKSDA Jakarta Translokasikan    ekor Primata Dilindungi ke PPS Alobi binaan BKSDA Sumsel,bksda jakarta translokasi ekor primata lindung pps alobi bina bksda sumsel,"['bksda', 'jakarta', 'translokasi', 'ekor', 'primata', 'lindung', 'pps', 'alobi', 'bina', 'bksda', 'sumsel']",3
575,menlhk,national,government,2021, KLHK Lepasliarkan Satwa Dilindungi dan Restocking Satwa Hasil Penangkaran di Jambi,klhk lepasliar satwa lindung restocking satwa hasil tangkar jambi,"['klhk', 'lepasliar', 'satwa', 'lindung', 'restocking', 'satwa', 'hasil', 'tangkar', 'jambi']",3
576,menlhk,national,government,2021,Kukang   Bersama Satwa Lainnya Kembali Ke Habitatnya ,kukang satwa habitat,"['kukang', 'satwa', 'habitat']",1
577,menlhk,national,government,2021,Pelepasliaran dan Restocking Satwa Hasil Penangkaran di Jambi ,pelepasliaran restocking satwa hasil tangkar jambi,"['pelepasliaran', 'restocking', 'satwa', 'hasil', 'tangkar', 'jambi']",3
578,menlhk,national,government,2021,BBKSDA Jawa Timur Bersama Pusat Rehabilitasi Lutung Jawa Lepasliarkan    Ekor Lutung Budeng,bbksda jawa timur pusat rehabilitasi lutung jawa lepasliar ekor lutung budeng,"['bbksda', 'jawa', 'timur', 'pusat', 'rehabilitasi', 'lutung', 'jawa', 'lepasliar', 'ekor', 'lutung', 'budeng']",5
579,menlhk,national,government,2021, Peringati Hari Hewan Sedunia   BKSDA Sumsel Lepasliarkan    Jenis Satwa Dilindungi di SM Padang Sugihan,hewan dunia bksda sumsel lepasliar jenis satwa lindung sm padang sugih,"['hewan', 'dunia', 'bksda', 'sumsel', 'lepasliar', 'jenis', 'satwa', 'lindung', 'sm', 'padang', 'sugih']",3
580,menlhk,national,government,2021,Road to HKAN            Balai KSDA Kalsel Lakukan Pelepasliaran dan Penitipan Satwa di LK Jhonlin Lestari ,road to hkan balai ksda kalsel pelepasliaran titip satwa lk jhonlin lestari,"['road', 'to', 'hkan', 'balai', 'ksda', 'kalsel', 'pelepasliaran', 'titip', 'satwa', 'lk', 'jhonlin', 'lestari']",3
581,menlhk,national,government,2021,Peringati Hari Hewan Sedunia    BKSDA Sumsel Lepasliarkan    Jenis Satwa Dilindungi di SM Padang Sugihan ,hewan dunia bksda sumsel lepasliar jenis satwa lindung sm padang sugih,"['hewan', 'dunia', 'bksda', 'sumsel', 'lepasliar', 'jenis', 'satwa', 'lindung', 'sm', 'padang', 'sugih']",3
582,menlhk,national,government,2021,peringati hari hewan sedunia bksda sumsel lepasliarkan    jenis satwa dilindungi di sm padang sugihan,hewan dunia bksda sumsel lepasliar jenis satwa lindung sm padang sugih,"['hewan', 'dunia', 'bksda', 'sumsel', 'lepasliar', 'jenis', 'satwa', 'lindung', 'sm', 'padang', 'sugih']",3
583,antaranews,national,media,2021,Pelepasliaran satwa dilindungi di Aceh,pelepasliaran satwa lindung aceh,"['pelepasliaran', 'satwa', 'lindung', 'aceh']",3
584,riauaktual,local,media,2021,Delapan Ekor Kukang Dilepasliarkan Ke Hutan Konservasi BBKSDA Riau,delapan ekor kukang lepasliar hutan konservasi bbksda riau,"['delapan', 'ekor', 'kukang', 'lepasliar', 'hutan', 'konservasi', 'bbksda', 'riau']",1
585,kukangku,national,community,2021,BKSDA Jambi Lepasliarkan Kukang dan Owa Serahan Warga ,bksda jambi lepasliar kukang owa serah warga,"['bksda', 'jambi', 'lepasliar', 'kukang', 'owa', 'serah', 'warga']",0
586,mongabay,national,media,2021,Cara Unik Masyarakat Pulau Bangka Menjaga Kelestarian Satwa Liar,unik masyarakat pulau bangka jaga lestari satwa liar,"['unik', 'masyarakat', 'pulau', 'bangka', 'jaga', 'lestari', 'satwa', 'liar']",6
587,kukangku,national,community,2021,Dua Pedagang Kukang dan Sisik Trenggiling Ditangkap KLHK ,dagang kukang sisik trenggiling tangkap klhk,"['dagang', 'kukang', 'sisik', 'trenggiling', 'tangkap', 'klhk']",4
588,kataalpha,national,media,2021,BKSDA Kembali Lepas Hewan Liar Sumatera,bksda lepas hewan liar sumatera,"['bksda', 'lepas', 'hewan', 'liar', 'sumatera']",6
589,antaranews,national,media,2021,BKSDA Sumsel lepasliarkan delapan satwa dilindungi ,bksda sumsel lepasliar delapan satwa lindung,"['bksda', 'sumsel', 'lepasliar', 'delapan', 'satwa', 'lindung']",3
590,kukangku,national,community,2021,Kukang Jawa Dilepasliarkan di TN Gunung Halimun Salak ,kukang jawa lepasliar tn gunung halimun salak,"['kukang', 'jawa', 'lepasliar', 'tn', 'gunung', 'halimun', 'salak']",5
591,klikpositif,national,media,2021,   Ekor Satwa Dilindungi Dilepasliarkan di Hutan Cagar Alam Maninjau ,ekor satwa lindung lepasliar hutan cagar alam maninjau,"['ekor', 'satwa', 'lindung', 'lepasliar', 'hutan', 'cagar', 'alam', 'maninjau']",3
592,internationalanimalrescue,national,community,2021,   Satwa Liar Endemik di Pulau Jawa yang Terancam Punah ,satwa liar endemik pulau jawa ancam punah,"['satwa', 'liar', 'endemik', 'pulau', 'jawa', 'ancam', 'punah']",7
593,kukangku,national,community,2021,Kukang dan Trenggiling Dilepasliarkan oleh BKSDA Sumbar ,kukang trenggiling lepasliar bksda sumbar,"['kukang', 'trenggiling', 'lepasliar', 'bksda', 'sumbar']",1
594,kukangku,national,community,2021,BKSDA Bengkulu Lepasliarkan Kukang ke Habitatnya ,bksda bengkulu lepasliar kukang habitat,"['bksda', 'bengkulu', 'lepasliar', 'kukang', 'habitat']",1
595,kukangku,national,community,2021,     Kukang Jawa Dilepasliarkan di Suaka Margasatwa Cikepuh ,kukang jawa lepasliar suaka margasatwa cikepuh,"['kukang', 'jawa', 'lepasliar', 'suaka', 'margasatwa', 'cikepuh']",5
596,kukangku,national,community,2021,Kukang dan Elang Dilepasliarkan di Cagar Alam Maninjau ,kukang elang lepasliar cagar alam maninjau,"['kukang', 'elang', 'lepasliar', 'cagar', 'alam', 'maninjau']",6
597,satuharapan,national,media,2021,Alobi Lepasliarkan Empat Kukang   Dua Musang ke Hutan Bangka ,alobi lepasliar kukang musang hutan bangka,"['alobi', 'lepasliar', 'kukang', 'musang', 'hutan', 'bangka']",1
598,bksdakalsel,local,media,2021,Kucing Hutan Terdampak Banjir Dilepas liarkan di Tahura Sultan Adam,kucing hutan dampak banjir lepas liar tahura sultan adam,"['kucing', 'hutan', 'dampak', 'banjir', 'lepas', 'liar', 'tahura', 'sultan', 'adam']",6
599,menlhk,national,government,2022, Peringati Hari Primata Indonesia      Ekor Kukang Bangka (Nycticebus bancanus) Kembali Ke âRUMAHâ,primata indonesia ekor kukang bangka nycticebus bancanus rumah,"['primata', 'indonesia', 'ekor', 'kukang', 'bangka', 'nycticebus', 'bancanus', 'rumah']",7
600,menlhk,national,government,2022, BKSDA Sumsel Evakuasi Satwa Dilindungi Jenis Kukang,bksda sumsel evakuasi satwa lindung jenis kukang,"['bksda', 'sumsel', 'evakuasi', 'satwa', 'lindung', 'jenis', 'kukang']",3
601,mongabay,national,media,2022,Kelekak   âRumah Terakhirâ Kukang Bangka yang Terancam Punah,kelekak rumah kukang bangka ancam punah,"['kelekak', 'rumah', 'kukang', 'bangka', 'ancam', 'punah']",7
602,republika,national,media,2022,Balai Besar TNGGP Lepasliarkan Kukang Jawa di Taman Nasional ,balai tnggp lepasliar kukang jawa taman nasional,"['balai', 'tnggp', 'lepasliar', 'kukang', 'jawa', 'taman', 'nasional']",5
603,goodnewsfromindonesia,national,media,2022,Mengenal Kukang Jawa   Salah satu Primata yang Dilindungi di Indonesia ,kenal kukang jawa salah primata lindung indonesia,"['kenal', 'kukang', 'jawa', 'salah', 'primata', 'lindung', 'indonesia']",7
604,detik,national,media,2022,BKSDA Jabar Lepas Liarkan    Kukang Sumatera di Hutan Lindung Batutegi,bksda jabar lepas liar kukang sumatera hutan lindung batutegi,"['bksda', 'jabar', 'lepas', 'liar', 'kukang', 'sumatera', 'hutan', 'lindung', 'batutegi']",6
605,republika,national,media,2022,Warga Pasaman Selamatkan Satwa Kukang di Pinggir Jalan Raya ,warga pasaman selamat satwa kukang pinggir jalan raya,"['warga', 'pasaman', 'selamat', 'satwa', 'kukang', 'pinggir', 'jalan', 'raya']",0
606,menlhk,national,government,2022, BKSDA Sumbar Lepasliarkan Empat Ekor Kukang di Cagar Alam Maninjau,bksda sumbar lepasliar ekor kukang cagar alam maninjau,"['bksda', 'sumbar', 'lepasliar', 'ekor', 'kukang', 'cagar', 'alam', 'maninjau']",0
607,sukabumiupdate,local,media,2022,   Fakta Unik Kukang   yang Bayinya Ditemukan Warga di Karangpara Sukabumi ,fakta unik kukang bayi temu warga karangpara sukabumi,"['fakta', 'unik', 'kukang', 'bayi', 'temu', 'warga', 'karangpara', 'sukabumi']",0
608,antaranews,national,media,2022,KEHATI berbagi sejumlah fakta untuk peringati Hari Primata Indonesia ,hati fakta primata indonesia,"['hati', 'fakta', 'primata', 'indonesia']",7
609,antaranews,national,media,2022,Resor KSDA Maninjau selamatkan tujuh satwa langka dilindungi ,resor ksda maninjau selamat tujuh satwa langka lindung,"['resor', 'ksda', 'maninjau', 'selamat', 'tujuh', 'satwa', 'langka', 'lindung']",3
610,republika,national,media,2022,Warga Padang Pariaman Serahkan Kukang dan Trenggiling ke BKSDA ,warga padang pariaman serah kukang trenggiling bksda,"['warga', 'padang', 'pariaman', 'serah', 'kukang', 'trenggiling', 'bksda']",0
611,jawapos,local,media,2022,Hewan di Mini Zoo Ternyata Ilegal,hewan mini zoo ilegal,"['hewan', 'mini', 'zoo', 'ilegal']",1
612,detik,national,media,2022,Kukang Jawa dari Gunung Geulis Terjebak Lumpur Sisa Banjir Sumedang,kukang jawa gunung geulis jebak lumpur sisa banjir sumedang,"['kukang', 'jawa', 'gunung', 'geulis', 'jebak', 'lumpur', 'sisa', 'banjir', 'sumedang']",5
613,republika,national,media,2022,Empat  Ekor Kukang Dilepasliarkan di Cagar Alam Maninjau SumbarÂ  ,ekor kukang lepasliar cagar alam maninjau sumbar,"['ekor', 'kukang', 'lepasliar', 'cagar', 'alam', 'maninjau', 'sumbar']",6
614,antaranews,national,media,2022,TN Gunung Ciremai terima tujuh satwa dilindungi dari BKSDA DKI Jakarta ,tn gunung ciremai terima tujuh satwa lindung bksda dki jakarta,"['tn', 'gunung', 'ciremai', 'terima', 'tujuh', 'satwa', 'lindung', 'bksda', 'dki', 'jakarta']",3
615,grid,national,media,2022,Perbedaan Kukang dan Kungkang   Banyak yang Keliru Membedakannya ,beda kukang kungkang keliru beda,"['beda', 'kukang', 'kungkang', 'keliru', 'beda']",4
616,kompas,national,media,2022,Dikenal Menggemaskan   Kukang Ternyata Miliki Racun Berbahaya  ,kenal gemas kukang milik racun bahaya,"['kenal', 'gemas', 'kukang', 'milik', 'racun', 'bahaya']",4
